datetime,low,high,open,close,volume,modified
2021-04-28 21:14:00,35.70394,35.744820000000004,35.71085,35.744820000000004,1144.95,2021-04-29 02:14:30.111007+00:00
2021-04-28 21:15:00,35.72844,35.83,35.72844,35.83,425.56,2021-04-29 02:14:30.111007+00:00
2021-04-28 21:16:00,35.79572,35.83,35.82687,35.82952,637.15,2021-04-29 02:14:30.111007+00:00
2021-04-28 21:17:00,35.79764,35.85,35.8198,35.84318,2220.26,2021-04-29 02:14:30.111007+00:00
2021-04-28 21:18:00,35.837579999999996,35.90582,35.84817,35.90582,2872.74,2021-04-29 02:14:30.111007+00:00
2021-04-28 21:19:00,35.81111,35.91,35.90003,35.91,1025.0,2021-04-29 02:14:30.111007+00:00
2021-04-28 21:20:00,35.908840000000005,35.92,35.90999,35.92,1716.7,2021-04-29 02:14:30.111007+00:00
2021-04-28 21:21:00,35.91511,35.93,35.92,35.93,1046.83,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:22:00,35.92382,35.99,35.92553,35.98952,3342.32,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:23:00,35.97348,36.02,35.98952,36.005309999999994,3076.16,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:24:00,36.005,36.02,36.00501,36.01246,175.02,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:25:00,36.01208,36.02,36.013000000000005,36.02,204.72,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:26:00,36.02,36.06111,36.02,36.06086,253.55,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:27:00,36.0646,36.11844,36.06623,36.11555,490.48,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:28:00,36.11645,36.14468,36.1208,36.14115,266.78,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:29:00,36.14281,36.17212,36.14281,36.15355,1397.29,2021-04-29 02:21:02.438184+00:00
2021-04-28 21:30:00,36.165729999999996,36.25,36.165729999999996,36.25,1327.47,2021-04-29 02:30:16.006348+00:00
2021-04-28 21:31:00,36.2343,36.28679,36.25567,36.277,2038.28,2021-04-29 02:30:16.006348+00:00
2021-04-28 21:32:00,36.20003,36.352990000000005,36.263690000000004,36.34322,4177.37,2021-04-29 02:30:16.006348+00:00
2021-04-28 21:33:00,36.16874,36.349990000000005,36.34128,36.27644,19566.24,2021-04-29 02:30:16.006348+00:00
2021-04-28 21:34:00,35.95,36.26928,36.26928,36.13354,30411.56,2021-04-29 02:36:39.107149+00:00
2021-04-28 21:35:00,35.94011,36.28633,36.129129999999996,36.27225,7301.66,2021-04-29 02:36:39.107149+00:00
2021-04-28 21:36:00,36.26952,36.32,36.26952,36.26952,2589.84,2021-04-29 02:36:39.107149+00:00
2021-04-28 21:37:00,36.22765,36.29364,36.26952,36.269690000000004,515.06,2021-04-29 02:36:39.107149+00:00
2021-04-28 21:38:00,36.21066,36.27959,36.27454,36.24416,961.89,2021-04-29 02:41:44.137596+00:00
2021-04-28 21:39:00,36.24415,36.31581,36.24415,36.31162,426.44,2021-04-29 02:41:44.137596+00:00
2021-04-28 21:40:00,36.2968,36.31581,36.30728,36.307829999999996,312.08,2021-04-29 02:41:44.137596+00:00
